"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Ola Aesthetics","5","33","2001 S Barrington Ave Suite 216","Los Angeles","California","US","https://www.olaaestheticsla.com/","(424) 484-3803","Medical spa","Skin care clinic",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ola%20Aesthetics&query_place_id=ChIJ9TL8IgG7woARjHgLK0YyfgU","Medical spa"
"Aliq Aesthetics PC","5","4","10200 Venice Blvd. UNIT 206","Culver City","California","US","https://www.aliqaesthetics.com/","(310) 730-3812","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Aliq%20Aesthetics%20PC&query_place_id=ChIJC7LEg2O7woARMXm-0RifVLY","Medical spa"
"Beauty Innovations","4.9","313","4268 Lincoln Blvd","Marina Del Rey","California","US","https://beautyinnovations.net/","(310) 780-1602","Spa","Beauty salon","Facial spa","Laser hair removal service","Skin care clinic",,,,,,"https://www.google.com/maps/search/?api=1&query=Beauty%20Innovations&query_place_id=ChIJVeGmNIe6woAR4SVamiIJvgU","Spa"
"Double J Medical Aesthetics and Hair Clinic","5","523","4465 Wilshire Blvd #204","Los Angeles","California","US","https://www.doublejaesthetics.com/","(213) 808-7780","Medical spa","Skin care clinic",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Double%20J%20Medical%20Aesthetics%20and%20Hair%20Clinic&query_place_id=ChIJ72oLsua5woARbT6BTIo7vH8","Medical spa"
"Great Skin, Bradley J. Friedman, M.D. Inc.","3.9","18","11613 W Pico Blvd","Los Angeles","California","US","http://www.gr8skinmedspa.com/","(310) 268-2288","Skin care clinic","Dermatologist","Doctor","General practitioner","Laser hair removal service","Internist","Weight loss service",,,,"https://www.google.com/maps/search/?api=1&query=Great%20Skin%2C%20Bradley%20J.%20Friedman%2C%20M.D.%20Inc.&query_place_id=ChIJrWzRXAm7woARZgqbJunaXLQ","Skin care clinic"
"OLAS Wellness Massage Women's Spa","5","60","11376 Nutmeg Ave","Los Angeles","California","US","https://www.olaswellnessmassagespa.com/book-online","(323) 985-8293","Massage therapist","Day spa","Facial spa","Health spa","Lymph drainage therapist","Massage spa","Plastic surgery clinic","Registered general nurse","Sports massage therapist","Thai massage therapist","https://www.google.com/maps/search/?api=1&query=OLAS%20Wellness%20Massage%20Women's%20Spa&query_place_id=ChIJK4pIH1K7woARZvDlT_b7PjQ","Massage therapist"
"Face First Skin Care","5","59","12417 Woodgreen St","Los Angeles","California","US","https://www.facefirstskincarela.com/?utm_source=Google&utm_medium=Organic&utm_campaign=Website","(424) 228-0754","Skin care clinic","Beauty product supplier","Beauty salon","Dermatologist","Facial spa","Skin care products vending machine",,,,,"https://www.google.com/maps/search/?api=1&query=Face%20First%20Skin%20Care&query_place_id=ChIJAwHUGYq6woARWJRyPJfh5e8","Skin care clinic"
"LA-Mi Spa","5","29","6525 Sunset Blvd Suite 804","Los Angeles","California","US","http://www.lamispa.com/?utm_source=GBP","(213) 876-8038","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=LA-Mi%20Spa&query_place_id=ChIJD0S6hEy_woARNz5B2qC-AkY","Medical spa"
"The Aesthetics Studio","4.9","92","6430 Selma Ave f2","Los Angeles","California","US","http://www.the-aesthetics-studio.com/?utm_source=gmb_auth","(323) 543-4433","Medical spa","Medical clinic",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Aesthetics%20Studio&query_place_id=ChIJISK8Tjq_woARXbPcwFW5NKg","Medical spa"
"June Skin - Los Angeles Training Center","5","11","6525 Sunset Blvd Suite 702","Los Angeles","California","US","https://models.june.skin/los-angeles","(332) 456-3020","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=June%20Skin%20-%20Los%20Angeles%20Training%20Center&query_place_id=ChIJW2UveoO_woARoXIKOD6qdrM","Medical spa"
"Formula Fig WeHo","4.9","106","926 N Sycamore Ave","Los Angeles","California","US","http://us.formulafig.com/","(888) 477-6199","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Formula%20Fig%20WeHo&query_place_id=ChIJW2nrNsu_woAR-IHqviMgt1w","Medical spa"
"Bella Vita Med Spa","5","4","341 N La Brea Ave","Los Angeles","California","US","http://www.bellavitawellnessinc.com/","(323) 430-8482","Medical spa","Health and beauty shop","Laser hair removal service","Skin care clinic",,,,,,,"https://www.google.com/maps/search/?api=1&query=Bella%20Vita%20Med%20Spa&query_place_id=ChIJ4cu7Wg3Fz08R9J7xa45nTtg","Medical spa"
"Lux beauty spa","4.9","205","5065 Hollywood Blvd Ste 204(2nd Floor","Los Angeles","California","US","https://luxbeautyspas.net/","(213) 932-8129","Thai massage therapist","Facial spa","Massage spa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lux%20beauty%20spa&query_place_id=ChIJBTYJL1a_woARG-HVTyJxAJk","Thai massage therapist"
"Pure Skin By Navia","5","69","3111 Los Feliz Blvd #100","Los Angeles","California","US","https://go.booker.com/location/PureSkinByNavia/service-menu","(818) 913-2254","Facial spa","Beauty salon",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pure%20Skin%20By%20Navia&query_place_id=ChIJm16Y_9vAwoAR3XilSJWn1ao","Facial spa"
"Cinema Wellness Lymphatic Drainage MLD - Therapeutic Massages - Aesthetic Facials","4.9","235","2528 Hyperion Ave","Los Angeles","California","US","https://www.cinemawellness.com/","(323) 913-1737","Medical spa","Craniosacral therapy","Facial spa","Lymph drainage therapist","Massage spa","Massage therapist","Day spa","Skin care clinic","Sports massage therapist","Wellness center","https://www.google.com/maps/search/?api=1&query=Cinema%20Wellness%20Lymphatic%20Drainage%20MLD%20-%20Therapeutic%20Massages%20-%20Aesthetic%20Facials&query_place_id=ChIJUdHHs8vAwoARu6VFfuB0_9g","Medical spa"
"Giffen Health – Injectables & Skin Resurfacing in West Hollywood","5","196","7257 Melrose Ave","West Hollywood","California","US","https://giffenhealth.com/","(310) 890-1417","Medical spa","Wellness center","Skin care clinic","Weight loss service",,,,,,,"https://www.google.com/maps/search/?api=1&query=Giffen%20Health%20%E2%80%93%20Injectables%20%26%20Skin%20Resurfacing%20in%20West%20Hollywood&query_place_id=ChIJQUgZs-G7woARLOFwFutCtnU","Medical spa"
"European Skin and Sculpting by Hanna","5","2","5225 Hollywood Blvd","Los Angeles","California","US","https://www.instagram.com/cosmetolog_sushchenko?igsh=NTc4MTIwNjQ2YQ==","(213) 588-6315","Beauty salon",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=European%20Skin%20and%20Sculpting%20by%20Hanna&query_place_id=ChIJGejvCQC_woARFGgtfNOTlqI","Beauty salon"
"Silver Lake Wellness Spa","4.6","47","2650 Griffith Park Blvd","Los Angeles","California","US","https://www.silverlake-wellness.com/","(323) 663-6558","Day spa","Facial spa","Massage spa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Silver%20Lake%20Wellness%20Spa&query_place_id=ChIJESk7iWnBwoAR2Pd4LbIl0pU","Day spa"
"Prime Skin LA","5","4","2019 Riverside Dr","Los Angeles","California","US","http://primeskin.glossgenius.com/","(310) 596-5391","Facial spa","Skin care clinic",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Prime%20Skin%20LA&query_place_id=ChIJJTGDiFy5woARmH9Jr9ZBHsU","Facial spa"
"The Connection","5","18","6250 Hollywood Blvd #600","Los Angeles","California","US","http://thespaconnection.com/","","Medical supply store",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Connection&query_place_id=ChIJgSdA31S_woARjnQUpjV1p0U","Medical supply store"
"Purity Organic Spa","5","5","3487 Cahuenga Blvd","Los Angeles","California","US","http://www.purityorganicspa.com/","(323) 969-9371","Spa","Lymph drainage therapist","Skin care clinic",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Purity%20Organic%20Spa&query_place_id=ChIJ5yNA1E--woAR8J5GqvCgxLs","Spa"
"La' Vish Laser Center","4.8","23","4143 Verdugo Rd","Los Angeles","California","US","http://lavishlasercenter.com/","(323) 844-2006","Laser hair removal service","Medical spa","Teeth whitening service",,,,,,,,"https://www.google.com/maps/search/?api=1&query=La'%20Vish%20Laser%20Center&query_place_id=ChIJv1WDeznBwoARwXWoERulKKs","Laser hair removal service"
"Lyfedrip",,,"1538 N Martel Ave Unit 210","Los Angeles","California","US","https://www.lyfedrip.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=1294442493330422738","(888) 283-7471","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lyfedrip&query_place_id=ChIJiVVXVEe_woARM6naQJonFGg","Medical spa"
"Touch of Faith Aesthetics","5","3",,,,,"http://www.tofaism.com/","","Facial spa","Educational consultant","Service establishment","Skin care clinic","Waxing hair removal service",,,,,,"https://www.google.com/maps/search/?api=1&query=Touch%20of%20Faith%20Aesthetics&query_place_id=ChIJ5XpWONO4woARPY_h_xmzLs8","Facial spa"
"Rebecca Fitzgerald MD Inc.","4.2","64","321 N Larchmont Blvd #906","Los Angeles","California","US","https://www.rebeccafitzgeraldmd.com/?utm_source=GBP&utm_medium=GBP&utm_campaign=GBP_Los%20Angeles&utm_id=GBP_Los%20Angeles","(323) 990-6475","Medical spa","Hair removal service","Laser hair removal service","Dermatologist","Plastic surgeon","Skin care clinic",,,,,"https://www.google.com/maps/search/?api=1&query=Rebecca%20Fitzgerald%20MD%20Inc.&query_place_id=ChIJpcRmm8e4woARfPXzJKPIeNw","Medical spa"
"NXHALE Massage Therapy","5","8","3145 Oakcrest Dr","Los Angeles","California","US","http://nxhalemassage.com/","","Sports massage therapist",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=NXHALE%20Massage%20Therapy&query_place_id=ChIJYSf9TIjHwoARfNrhTY2lMQ0","Sports massage therapist"
"Destinations Med Spa",,,,,,,"http://www.destinationsmedspa.com/","(323) 363-5400","Medical spa","Service establishment",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Destinations%20Med%20Spa&query_place_id=ChIJtxyyA4iegWARLUavOX4sFfQ","Medical spa"
"theartofinjections","5","13","6370 Sunset Blvd # 308","Los Angeles","California","US",,"(323) 402-6419","Medical spa","Skin care clinic",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=theartofinjections&query_place_id=ChIJkQUz6nm_woARZsCQKIkqGqg","Medical spa"
"Cloud Clinic","5","1","300 N Los Angeles St","Los Angeles","California","US","https://cloudclinic.me/provider/chance-wonder","(717) 916-2497","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cloud%20Clinic&query_place_id=ChIJgxcBzUjHwoARQqoQEko-fwQ","Medical spa"
"Ajara Beauty","5","15","643 S Olive St #340","Los Angeles","California","US","https://www.ajarabeauty.com/","(424) 209-2943","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ajara%20Beauty&query_place_id=ChIJlxqgcjHHwoARMoCPU9SjYmQ","Medical spa"
"Misarang Beauty & M Clinic","4.9","481","3030 W Olympic Blvd UNIT 111","Los Angeles","California","US","https://misarangbeauty.com/","(213) 383-3377","Skin care clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Misarang%20Beauty%20%26%20M%20Clinic&query_place_id=ChIJ0_hsuH-4woARzptUcnBxhV0","Skin care clinic"
"View Wellness","4.8","22","2655 W Olympic Blvd #203","Los Angeles","California","US","http://www.viewwellnessusa.com/","(213) 332-9330","Medical spa","Beauty salon","Skin care clinic","Weight loss service","Wellness center",,,,,,"https://www.google.com/maps/search/?api=1&query=View%20Wellness&query_place_id=ChIJawYQoPTHwoARalnD7QmVgEU","Medical spa"
"MILK Medispa","5","1","3580 Wilshire Blvd # 100","Los Angeles","California","US","https://www.milkmedispa.com/","(213) 852-4734","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MILK%20Medispa&query_place_id=ChIJfQFK_ci5woAR4n2ALotyaCk","Medical spa"
"BMB Medical Group, INC","4.9","117","450 S Western Ave #206","Los Angeles","California","US","http://www.bmbmedical.net/","(323) 965-9650","Skin care clinic","Medical clinic","Medical office","Doctor",,,,,,,"https://www.google.com/maps/search/?api=1&query=BMB%20Medical%20Group%2C%20INC&query_place_id=ChIJu4-ZN5K4woAR5HbGz7KQ9Ig","Skin care clinic"
"Dawoom Clinic","5","11","520 S Virgil Ave Suite 503-A","Los Angeles","California","US","https://dawoomclinic.com/","(213) 808-3800","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dawoom%20Clinic&query_place_id=ChIJF0INj2PHwoARLlPwJHOiBt0","Medical spa"
"Oli & Dave Clinic","4.7","37","955 S Vermont Ave","Los Angeles","California","US","http://olindaveskinclinic.com/","(213) 637-9999","Skin care clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Oli%20%26%20Dave%20Clinic&query_place_id=ChIJuafhrEe5woARDv65KUMZIXM","Skin care clinic"
"MS Clinic","4.8","17","3201 W Olympic Blvd","Los Angeles","California","US","http://www.msclinicla.com/","(213) 310-2182","Medical spa","Medical clinic","Skin care clinic",,,,,,,,"https://www.google.com/maps/search/?api=1&query=MS%20Clinic&query_place_id=ChIJb6WwwPC5woARXCXgCfBDvFA","Medical spa"
"Notis & Co. Virtual Assistants",,,"12444 Chandler Blvd","Valley Village","California","US","http://notisandcova.com/","(323) 337-4005","BPO company",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Notis%20%26%20Co.%20Virtual%20Assistants&query_place_id=ChIJ19nDJh2XwoAR6GH9yzgkNTU","BPO company"
"Skin Rejuve by Tiffany","4.8","50","3000 W 6th St #206","Los Angeles","California","US","http://www.skinrejuvebytiffany.com/","(323) 346-9393","Skin care clinic","Facial spa",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Skin%20Rejuve%20by%20Tiffany&query_place_id=ChIJ34AphJm4woARll6OV30-ktg","Skin care clinic"
"Theskinspa",,,"3130 W Olympic Blvd #360","Los Angeles","California","US","https://www.skinspala.com/","(323) 733-1004","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Theskinspa&query_place_id=ChIJ7XkJt2e5woAR1BLit47Yq80","Medical spa"
"Discount Spa Equipment","4.9","64","1933 S Broadway 11th floor","Los Angeles","California","US","https://www.discountspaequipment.com/","(661) 388-9665","Beauty products wholesaler",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Discount%20Spa%20Equipment&query_place_id=ChIJW6XYQSLHwoAR6fSj18QaupU","Beauty products wholesaler"
"Jin Lee Skincare","4.8","15","3000 W 6th St Suite 202-1","Los Angeles","California","US","http://www.jinleeorganicfacials.com/","(213) 310-0073","Skin care clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jin%20Lee%20Skincare&query_place_id=ChIJf1-WSqO5woAR1-x6pjvAxqE","Skin care clinic"
"Elan Skin Care","4.6","9","3680 Wilshire Blvd","Los Angeles","California","US",,"(213) 385-3526","Skin care clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Elan%20Skin%20Care&query_place_id=ChIJo_XTkYS4woARUm-cyfEHZVI","Skin care clinic"
"Metropolis Dermatology | DTLA","4.8","383","888 S Figueroa St Suite 1050","Los Angeles","California","US","https://www.metropolisdermatology.com/","(213) 319-3339","Medical spa","Facial spa","Laser hair removal service","Dermatologist","Skin care clinic","Tattoo removal service",,,,,"https://www.google.com/maps/search/?api=1&query=Metropolis%20Dermatology%20%7C%20DTLA&query_place_id=ChIJuyf38i7HwoARBT-XfKzgFDQ","Medical spa"
"Hossein Babaali, MD","5","3","3130 W Olympic Blvd #360","Los Angeles","California","US",,"(323) 733-1004","Skin care clinic","Pulmonologist","Internist","Tattoo removal service","Wellness center",,,,,,"https://www.google.com/maps/search/?api=1&query=Hossein%20Babaali%2C%20MD&query_place_id=ChIJwdoOGH64woARFKJ5dFGv6Xs","Skin care clinic"
"Angeles Medical Clinic","4.4","140","204 E Pico Blvd","Los Angeles","California","US","http://www.angelesurgentcare.com/","(213) 457-4000","Medical spa","Dermatologist","Family practice physician","General practitioner","Internal medicine ward","Medical Center","Medical clinic","Travel clinic","Walk-in clinic",,"https://www.google.com/maps/search/?api=1&query=Angeles%20Medical%20Clinic&query_place_id=ChIJG8kUe87HwoARlqfOWMlpA7g","Medical spa"
"CARA Plastic Surgery","4.3","72","4220 W 3rd St Suite 102","Los Angeles","California","US","http://caraplasticsurgery.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb-koreatown","(855) 558-0580","Medical spa","Doctor","Laser hair removal service","Plastic surgeon","Plastic surgery clinic",,,,,,"https://www.google.com/maps/search/?api=1&query=CARA%20Plastic%20Surgery&query_place_id=ChIJ2Z-J2fe7woARGDTF_lOICqk","Medical spa"
"CK Plastic Surgery","4.5","43","2970 W Olympic Blvd Ste 204","Los Angeles","California","US","http://www.ckplasticsurgeryinc.com/","(213) 382-4900","Medical spa","Plastic surgery clinic","Plastic surgeon",,,,,,,,"https://www.google.com/maps/search/?api=1&query=CK%20Plastic%20Surgery&query_place_id=ChIJ9bxkiX-4woAR3dvtQ2pvfbs","Medical spa"
"Shine Skincare","4.5","4","620 S Union Ave 3rd floor","Los Angeles","California","US",,"(213) 379-0975","Skin care clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Shine%20Skincare&query_place_id=ChIJtTRAh4XHwoAR2xARn3N-Zok","Skin care clinic"
"Queen Women's Spa & Sauna LA | Body Scrub Massage","4.6","39","932 S Vermont Ave","Los Angeles","California","US","http://www.queenspala.com/","(213) 382-0111","Spa","Facial spa","Massage spa","Massage therapist","Sauna",,,,,,"https://www.google.com/maps/search/?api=1&query=Queen%20Women's%20Spa%20%26%20Sauna%20LA%20%7C%20Body%20Scrub%20Massage&query_place_id=ChIJFwgXXYLHwoARAGs8YlkErTw","Spa"
"VIP Plastic Surgery","4.9","122","4160 Wilshire Blvd 2nd Floor","Los Angeles","California","US","https://www.vipsurgery.com/","(323) 965-1717","Medical spa","Plastic surgeon",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=VIP%20Plastic%20Surgery&query_place_id=ChIJkRxHi_G4woARCvxjH-BgnW0","Medical spa"
"Envy Skincare","5","8","3000 W 6th St #201B","Los Angeles","California","US",,"(213) 800-6505","Skin care clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Envy%20Skincare&query_place_id=ChIJS_rsqEjHwoARi6UZLE_ZTuc","Skin care clinic"
"Neura Image LLC","5","2","903 Crenshaw Blvd UNIT 208","Los Angeles","California","US","https://www.neuraimage.com/","(213) 429-7070","Medical spa","Plastic surgeon","Skin care clinic",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Neura%20Image%20LLC&query_place_id=ChIJfSMQLI24woARo3yojiKseOo","Medical spa"
"Urban Med","4.7","9","916 S Olive St","Los Angeles","California","US","http://urbanmed.com/","(213) 406-8055","Chiropractor","Massage therapist","Personal trainer","Physical therapist",,,,,,,"https://www.google.com/maps/search/?api=1&query=Urban%20Med&query_place_id=ChIJkw1VOMjHwoARXphFiEWipJU","Chiropractor"
"Peony Skin Care Center","4","2","966 S Western Ave #204","Los Angeles","California","US","https://www.instagram.com/peonyskincare/","","Skin care clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Peony%20Skin%20Care%20Center&query_place_id=ChIJ_714X33HwoARhyVyzeybxqY","Skin care clinic"
"LaserAway Downtown Los Angeles","4.4","236","810 Francisco St","Los Angeles","California","US","https://www.laseraway.com/locations/ca/downtown-los-angeles/?utm_source=google&utm_medium=organic&utm_campaign=website-link","(310) 882-7773","Laser hair removal service","Hair removal service","Health and beauty shop","Medical spa","Skin care clinic","Tattoo removal service",,,,,"https://www.google.com/maps/search/?api=1&query=LaserAway%20Downtown%20Los%20Angeles&query_place_id=ChIJBYuYs2fU3IAR49INywUBQMQ","Laser hair removal service"
"Aroma Spa & Sports LLC","4.1","273","3680 Wilshire Blvd #301","Los Angeles","California","US","https://www.aromaresort.com/","(213) 387-2111","Spa","Day spa","Golf driving range","Skin care clinic","Fitness center",,,,,,"https://www.google.com/maps/search/?api=1&query=Aroma%20Spa%20%26%20Sports%20LLC&query_place_id=ChIJo_XTkYS4woARIsB3odDcOBc","Spa"
"I Raser & Medspa",,,"3000 W Olympic Blvd unit 304","Los Angeles","California","US",,"(213) 389-1200","Medical clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=I%20Raser%20%26%20Medspa&query_place_id=ChIJW8qbkX-4woARydZiJzyk9JA","Medical clinic"
"Myaestheticla","5","1","10628 Riverside Dr Suit 4","Toluca Lake","California","US","https://www.myaestheticla.com/","(818) 259-9412","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Myaestheticla&query_place_id=ChIJPUCR-d6_woARtcTEXrxegI4","Medical spa"
"VIP Drips IV Therapy & Aesthetics","5","24",,,,,"https://www.vipdripsivtherapy.com/","(310) 307-8998","Medical spa","Service establishment",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=VIP%20Drips%20IV%20Therapy%20%26%20Aesthetics&query_place_id=ChIJ8cVNuB14TGsRkcqNvFbv2-w","Medical spa"
"Formula Fig Culver Steps","4.8","167","9300 Culver Blvd","Culver City","California","US","http://us.formulafig.com/","(888) 477-6199","Medical spa","Facial spa",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Formula%20Fig%20Culver%20Steps&query_place_id=ChIJ9WBVn_a7woARnuqvVzWviCI","Medical spa"
"Beauty Curated","5","54","12228 Venice Blvd.","Los Angeles","California","US","http://www.beautycurated.co/","(310) 804-6482","Beauty salon","Facial spa",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Beauty%20Curated&query_place_id=ChIJWTXisq6lwoARy9BIqGLxSUo","Beauty salon"
"Zeeba Medical","5","34","8642 Venice Blvd.","Los Angeles","California","US","https://www.zeebamed.com/","(310) 400-0030","Medical spa","Skin care clinic",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Zeeba%20Medical&query_place_id=ChIJ6cPzs1e5woARld9dXQpSZXA","Medical spa"
"Adagio Aesthetic Medicine","4","22","11500 W Olympic Blvd Ste 525","Los Angeles","California","US","http://adagioaestheticmedicine.com/","(424) 832-3243","Medical spa","Facial spa","Skin care clinic",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Adagio%20Aesthetic%20Medicine&query_place_id=ChIJkU-CcAu7woAR--5RWW0frpM","Medical spa"
"Coast and Aloe Medicine and Aesthetics","5","5","2211 Corinth Ave #210","Santa Monica","California","US","http://coastandaloe.com/","(424) 888-6298","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Coast%20and%20Aloe%20Medicine%20and%20Aesthetics&query_place_id=ChIJ__8PAza7woARr8Iv8rnlroc","Medical spa"
"Pure Aesthetics LA","5","1","122 Lincoln Blvd suite 205 b","Venice","California","US","http://www.pureaestheticsla.com/","(805) 868-0355","Skin care clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pure%20Aesthetics%20LA&query_place_id=ChIJAQCwXtu6woARzAWBP_AZeEI","Skin care clinic"
"New Leaf Wellness Center","4.4","60","11965 Venice Blvd. #407","Los Angeles","California","US","https://www.nlwla.com/","(424) 835-4137","Wellness center","Alternative medicine practitioner","Massage spa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=New%20Leaf%20Wellness%20Center&query_place_id=ChIJE5pJ2Yu6woARa7UIK3w9Y40","Wellness center"
"The Bionic Method","4.2","18","724 Lincoln Blvd 2nd Floor","Venice","California","US","https://www.thebionicmethod.com/","(310) 905-8131","Massage spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Bionic%20Method&query_place_id=ChIJfeccG3a7woARg4obIsUe9EM","Massage spa"
"Renova Medical Aesthetics & Wellness","5","6","6206 W 87th St","Westchester","California","US","https://renovamedaesthetics.com/","(818) 517-6996","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Renova%20Medical%20Aesthetics%20%26%20Wellness&query_place_id=ChIJ57lWjvyxwoARAT6wAzMGoO4","Medical spa"
"DazzleMe Skin+Body Inc.","5","24","5720 N Figueroa St","Los Angeles","California","US","http://www.dazzlemeskin.com/","(213) 451-8010","Spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DazzleMe%20Skin%2BBody%20Inc.&query_place_id=ChIJNX646fLFwoARlIzYMOcTAkU","Spa"
"Touch of Beauty and wellness","5","1","4304 N Figueroa St","Los Angeles","California","US","https://touchofbeautywellness.com/","(323) 680-1432","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Touch%20of%20Beauty%20and%20wellness&query_place_id=ChIJO83J8GrHwoAR6Jo58G5RftU","Medical spa"
"Lemon Lounge Skincare Studio","5","36","2769 W Broadway","Los Angeles","California","US","https://www.lemonloungeskincarestudio.com/","(323) 205-5385","Day spa","Facial spa","Skin care clinic",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lemon%20Lounge%20Skincare%20Studio&query_place_id=ChIJU6ErJA7HwoARu3PyZseH6-g","Day spa"
"Neoteny Med Spa","5","1","7447 N Figueroa St #305","Los Angeles","California","US","https://www.instagram.com/neotenymedspa/?hl=en","(626) 340-9493","Plastic surgery clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Neoteny%20Med%20Spa&query_place_id=ChIJ35wu2y7DwoARDrGgGxJLyq8","Plastic surgery clinic"
"Skin Honey","4.9","132","2750 Colorado Blvd Suite 3","Los Angeles","California","US","https://www.skinhoney.net/","(626) 926-5456","Facial spa","Day spa",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Skin%20Honey&query_place_id=ChIJL0kKh-XrwoARo78UcrqG3fg","Facial spa"
"Aiona Med Spa","5","1","7447 N Figueroa St","Los Angeles","California","US",,"(626) 766-5857","Dermatologist",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Aiona%20Med%20Spa&query_place_id=ChIJ52xd5FXDwoARM2SZTP9j0QA","Dermatologist"
"The Garden Spa'T","5","1","2511 Colorado Blvd","Los Angeles","California","US",,"(323) 344-8259","Spa","Make-up artist","Skin care clinic","Waxing hair removal service",,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Garden%20Spa'T&query_place_id=ChIJVxQB727BwoARiZiKhHgOUZk","Spa"
"Reboot Organic Spa and Massage","4.7","75","4602 N Eagle Rock Blvd","Los Angeles","California","US","http://www.rebootorganicspa.com/","(323) 561-3181","Massage spa","Massage therapist",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Reboot%20Organic%20Spa%20and%20Massage&query_place_id=ChIJLQOtWg7BwoARrRG8ELDKpsU","Massage spa"
"LA ONE REJUVENATING","4.6","10","11301 W Olympic Blvd # 110","Los Angeles","California","US","https://www.laonerejuvenating.com/","(213) 544-6406","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=LA%20ONE%20REJUVENATING&query_place_id=ChIJtfRFWUG7woARaclwNbiUHso","Medical spa"
"ME Beauty Spa Westwood","4.3","23","2313 Westwood Blvd","Los Angeles","California","US","https://www.mebeautydayspa.com/","(424) 350-4604","Facial spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ME%20Beauty%20Spa%20Westwood&query_place_id=ChIJy-ejo867woARUo-xDSOy5rI","Facial spa"
"Beauty Me MD","1","1","1990 Westwood Blvd Ste. 240","Los Angeles","California","US","http://beautymemd.com/","(800) 634-4919","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Beauty%20Me%20MD&query_place_id=ChIJmY5q7Zy7woARHZzZsFCZ5cg","Medical spa"
